GENERATION_PROJECT	build_year	gen_capacity_limit_mw	gen_connect_cost_per_mw	gen_dbid	gen_energy_source	gen_fixed_om	gen_forced_outage_rate	gen_full_load_heat_rate	gen_is_baseload	gen_is_cogen	gen_is_variable	gen_load_zone	gen_max_age	gen_min_build_capacity	gen_min_downtime	gen_min_load	gen_min_uptime	gen_overnight_cost	gen_predetermined_cap	gen_ramp	gen_scheduled_outage_rate	gen_tech	gen_unit_size	gen_variable_om	gen_can_provide_cap_reserves
pv_mejillones_e	.	100000.0	0	.	Solar	18000	0.02	.	0	0	1	mejillones	25	.	.	.	.	1200000	.	.	0.0	PV	.	0.0	0
wind_mejillones_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	mejillones	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_mejillones_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	mejillones	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_mejillones_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	mejillones	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_mejillones_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	mejillones	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
DE_mejillones_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	mejillones	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_mejillones_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	mejillones	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_mejillones_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	mejillones	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
CCGT_400_laberinto_zaldivar_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	laberinto_zaldivar	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_laberinto_zaldivar_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	laberinto_zaldivar	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_laberinto_zaldivar_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	laberinto_zaldivar	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_laberinto_zaldivar_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	laberinto_zaldivar	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_laberinto_zaldivar_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	laberinto_zaldivar	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_laberinto_zaldivar_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	laberinto_zaldivar	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_laberinto_zaldivar_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	laberinto_zaldivar	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
CCGT_400_diego_de_almagro_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	diego_de_almagro	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_diego_de_almagro_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	diego_de_almagro	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_diego_de_almagro_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	diego_de_almagro	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_diego_de_almagro_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	diego_de_almagro	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_diego_de_almagro_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	diego_de_almagro	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_diego_de_almagro_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	diego_de_almagro	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_diego_de_almagro_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	diego_de_almagro	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_cardones_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	cardones	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_cardones_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	cardones	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_cardones_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	cardones	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_cardones_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	cardones	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_cardones_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	cardones	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_cardones_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	cardones	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_cardones_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	cardones	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_cardones_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	cardones	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
CCGT_400_maitencillo_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	maitencillo	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_maitencillo_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	maitencillo	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_maitencillo_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	maitencillo	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_maitencillo_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	maitencillo	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_maitencillo_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	maitencillo	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_maitencillo_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	maitencillo	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_maitencillo_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	maitencillo	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
OCGT_100_maitencillo_e	.	100.0	0	.	Gas	13200	0.05	9	0	0	0	maitencillo	25	.	2	30.0	2	880000	.	40.0	0.08	OCGT	100	3.9	1
CCGT_400_pan_de_azucar_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	pan_de_azucar	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_pan_de_azucar_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	pan_de_azucar	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CCGT_250_pan_de_azucar_e	.	250.0	0	.	Gas	15000	0.026	6.5	0	0	0	pan_de_azucar	25	.	4	87.5	2	1255100	.	100.0	0.08	CCGT	250	3.3	1
CST_300_pan_de_azucar_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	pan_de_azucar	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_pan_de_azucar_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	pan_de_azucar	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_pan_de_azucar_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	pan_de_azucar	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_pan_de_azucar_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	pan_de_azucar	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_pan_de_azucar_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	pan_de_azucar	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_los_vilos_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	los_vilos	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_los_vilos_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	los_vilos	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_los_vilos_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	los_vilos	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_los_vilos_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	los_vilos	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_los_vilos_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	los_vilos	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_los_vilos_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	los_vilos	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_los_vilos_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	los_vilos	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_los_vilos_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	los_vilos	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_nogales_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	nogales	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_nogales_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	nogales	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_nogales_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	nogales	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_nogales_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	nogales	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_nogales_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	nogales	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_nogales_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	nogales	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_nogales_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	nogales	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_nogales_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	nogales	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_quillota_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	quillota	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_quillota_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	quillota	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_quillota_e	.	300.0	0	.	Gas	1	0.026	6.5	0	0	0	quillota	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_quillota_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	quillota	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_quillota_e1	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	quillota	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_quillota_e2	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	quillota	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_quillota_e3	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	quillota	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_quillota_e4	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	quillota	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
DE_quillota_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	quillota	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
RoR_quillota_e	.	40.0	0	.	Water	66000	0.03	.	0	0	1	quillota	40	.	.	.	.	4100000	.	.	0.04	Hydro-RoR	.	3.6	0
OCGT_300_quillota_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	quillota	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_300_quillota_e1	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	quillota	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
wind_polpaico_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	polpaico	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_polpaico_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	polpaico	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_polpaico_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	polpaico	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_polpaico_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	polpaico	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_polpaico_e1	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	polpaico	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_polpaico_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	polpaico	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_polpaico_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	polpaico	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_polpaico_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	polpaico	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_polpaico_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	polpaico	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
OCGT_100_polpaico_e	.	100.0	0	.	Gas	13200	0.05	9	0	0	0	polpaico	25	.	2	30.0	2	880000	.	40.0	0.08	OCGT	100	3.9	1
pv_alto_jahuel_e	.	100000.0	0	.	Solar	18000	0.02	.	0	0	1	alto_jahuel	25	.	.	.	.	1200000	.	.	0.0	PV	.	0.0	0
wind_alto_jahuel_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	alto_jahuel	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_alto_jahuel_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	alto_jahuel	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_alto_jahuel_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	alto_jahuel	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_alto_jahuel_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	alto_jahuel	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_alto_jahuel_e1	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	alto_jahuel	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_alto_jahuel_e2	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	alto_jahuel	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_alto_jahuel_e3	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	alto_jahuel	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
DE_alto_jahuel_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	alto_jahuel	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_alto_jahuel_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	alto_jahuel	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_300_alto_jahuel_e1	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	alto_jahuel	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
CCGT_400_melipilla_rapel_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	melipilla_rapel	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_melipilla_rapel_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	melipilla_rapel	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_melipilla_rapel_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	melipilla_rapel	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_melipilla_rapel_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	melipilla_rapel	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_melipilla_rapel_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	melipilla_rapel	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_melipilla_rapel_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	melipilla_rapel	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_melipilla_rapel_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	melipilla_rapel	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_itahue_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	itahue	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_itahue_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	itahue	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_itahue_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	itahue	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_itahue_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	itahue	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_itahue_e1	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	itahue	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_300_itahue_e2	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	itahue	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
DE_itahue_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	itahue	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_itahue_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	itahue	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_itahue_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	itahue	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_ancoa_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	ancoa	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_ancoa_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	ancoa	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_ancoa_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	ancoa	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_ancoa_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	ancoa	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_ancoa_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	ancoa	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_ancoa_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	ancoa	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_ancoa_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	ancoa	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_ancoa_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	ancoa	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
CCGT_400_hualpen_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	hualpen	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_hualpen_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	hualpen	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CCGT_250_hualpen_e	.	250.0	0	.	Gas	15000	0.026	6.5	0	0	0	hualpen	25	.	4	87.5	2	1255100	.	100.0	0.08	CCGT	250	3.3	1
CST_300_hualpen_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	hualpen	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_hualpen_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	hualpen	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_hualpen_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	hualpen	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_hualpen_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	hualpen	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_hualpen_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	hualpen	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
CCGT_300_charrua_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	charrua	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CCGT_250_charrua_e	.	250.0	0	.	Gas	15000	0.026	6.5	0	0	0	charrua	25	.	4	87.5	2	1255100	.	100.0	0.08	CCGT	250	3.3	1
CST_300_charrua_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	charrua	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_charrua_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	charrua	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_charrua_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	charrua	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_charrua_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	charrua	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
OCGT_200_charrua_e	.	200.0	0	.	Gas	12240	0.04	9	0	0	0	charrua	25	.	2	60.0	2	816000	.	80.0	0.08	OCGT	200	3.6	1
wind_temuco_e	.	5000.0	0	.	Wind	36000	0.02	.	0	0	1	temuco	25	.	.	.	.	1800000	.	.	0.01	Wind	.	0.0	0
CCGT_400_temuco_e	.	400.0	0	.	Gas	14000	0.03	6.5	0	0	0	temuco	25	.	4	140.0	2	1141000	.	160.0	0.08	CCGT	400	3.0	1
CCGT_300_temuco_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	temuco	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_temuco_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	temuco	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_temuco_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	temuco	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_temuco_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	temuco	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_temuco_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	temuco	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
CCGT_300_puerto_montt_e	.	300.0	0	.	Gas	14400	0.026	6.5	0	0	0	puerto_montt	25	.	4	105.0	2	1165000	.	120.0	0.08	CCGT	300	3.06	1
CST_300_puerto_montt_e	.	300.0	0	.	Coal	60000	0.033	8.12	0	0	0	puerto_montt	30	.	8	135.0	4	3000000	.	60.0	0.1	CST	300	2.0	1
CST_150_puerto_montt_e	.	150.0	0	.	Coal	61200	0.033	8.12	0	0	0	puerto_montt	30	.	8	67.5	4	3060000	.	30.0	0.1	CST	150	2.05	1
DE_puerto_montt_e	.	500.0	0	.	Diesel	18200	0.052	9.8	0	0	0	puerto_montt	20	.	3	225.0	3	910000	.	250.0	0.05	ICE	.	6.75	1
OCGT_300_puerto_montt_e	.	300.0	0	.	Gas	12000	0.04	9	0	0	0	puerto_montt	25	.	2	90.0	2	800000	.	120.0	0.08	OCGT	300	3.5	1
minihidro_aconcagua	.	103.8	0	.	Water_Mini	66000	0.03	.	0	0	1	quillota	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_maipo	.	300.0	0	.	Water_Mini	66000	0.03	.	0	0	1	alto_jahuel	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_rapel	.	348.5	0	.	Water_Mini	66000	0.03	.	0	0	1	alto_jahuel	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_mataquito	.	344.6	0	.	Water_Mini	66000	0.03	.	0	0	1	itahue	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_maule	.	686.5	0	.	Water_Mini	66000	0.03	.	0	0	1	ancoa	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_itata	.	659.1	0	.	Water_Mini	66000	0.03	.	0	0	1	ancoa	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_biobio	.	1242.7	0	.	Water_Mini	66000	0.03	.	0	0	1	charrua	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_carampangue	.	55.8	0	.	Water_Mini	66000	0.03	.	0	0	1	hualpen	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_lebu	.	114.9	0	.	Water_Mini	66000	0.03	.	0	0	1	hualpen	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_imperial	.	366.9	0	.	Water_Mini	66000	0.03	.	0	0	1	temuco	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_tolten	.	589.0	0	.	Water_Mini	66000	0.03	.	0	0	1	temuco	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
