LOAD_ZONE	TIMEPOINT	zone_demand_mw
mejillones	72506	478.677968371
mejillones	72507	479.484834682
mejillones	72508	482.925513306
mejillones	72509	477.813966448
mejillones	72510	475.294425358
mejillones	72511	463.59974127
mejillones	72512	448.733333996
mejillones	72513	426.518729726
mejillones	72514	443.90467809
mejillones	72515	442.927798497
mejillones	72516	425.343965822
mejillones	72517	417.216773544
mejillones	72518	432.465013926
mejillones	72519	436.48680352
mejillones	72520	442.617036516
mejillones	72521	445.165842187
mejillones	72522	453.433783165
mejillones	72523	469.304941062
mejillones	72524	474.657572328
mejillones	72525	484.59638154
mejillones	72526	481.707549305
mejillones	72527	475.294425358
mejillones	73440	539.28909679
mejillones	73441	528.96845447
mejillones	73442	521.77633524
mejillones	73443	521.294166425
mejillones	73444	519.496485006
mejillones	73445	517.669539005
mejillones	73446	522.965034659
mejillones	73447	516.253690693
mejillones	73448	491.845636381
mejillones	73449	508.070756355
mejillones	73450	510.803510823
mejillones	73451	518.830367394
mejillones	73452	527.509406062
mejillones	73453	531.671944356
mejillones	73454	514.796035837
mejillones	73455	511.780390417
mejillones	73456	517.853487801
mejillones	73457	523.645087785
mejillones	73458	533.72603925
mejillones	73459	554.028690878
mejillones	73460	544.910683492
mejillones	73461	538.822257041
mejillones	73462	532.70595956
mejillones	73463	531.007220296
mejillones	75144	583.931518708
mejillones	75145	572.717609884
mejillones	75146	564.703295276
mejillones	75147	569.630893338
mejillones	75148	573.085507477
mejillones	75149	568.626142715
mejillones	75150	582.118508222
mejillones	75151	579.796851443
mejillones	75152	560.668963719
mejillones	75153	582.755361252
mejillones	75154	577.248045771
mejillones	75155	577.319116897
mejillones	75156	584.752320534
mejillones	75157	585.784942187
mejillones	75158	574.119522681
mejillones	75159	571.867543476
mejillones	75160	562.494516168
mejillones	75161	555.925314453
mejillones	75162	528.529485751
mejillones	75163	537.236395448
mejillones	75164	564.179319917
mejillones	75165	560.540756982
mejillones	75166	544.584592444
mejillones	75167	564.335397683
mejillones	77064	364.661766277
mejillones	77065	370.550914865
mejillones	77066	378.110931688
mejillones	77067	384.412571516
mejillones	77068	388.150076607
mejillones	77069	388.405096529
mejillones	77070	398.272834616
mejillones	77071	386.082046199
mejillones	77072	365.000399288
mejillones	77073	375.280628615
mejillones	77074	363.967777636
mejillones	77075	365.609381289
mejillones	77076	351.395156111
mejillones	77077	349.327125703
mejillones	77078	350.928316363
mejillones	77079	347.388695583
mejillones	77080	354.481872657
mejillones	77081	351.508033782
mejillones	77082	364.632501696
mejillones	77083	363.684886684
mejillones	77084	373.722638052
mejillones	77085	380.390781922
mejillones	77086	368.016044708
mejillones	77087	366.629460978
mejillones	77616	289.253908158
mejillones	77617	296.616040669
mejillones	77618	289.651070332
mejillones	77619	279.894816365
mejillones	77620	287.003322505
mejillones	77621	265.991353169
mejillones	77622	272.109044201
mejillones	77623	273.538828028
mejillones	77624	259.252138173
mejillones	77625	268.087254607
mejillones	77626	265.128744798
mejillones	77627	270.394975871
mejillones	77628	274.501772106
mejillones	77629	269.418096278
mejillones	77630	251.593179195
mejillones	77631	282.28754427
mejillones	77632	296.714982825
mejillones	77633	303.624211102
mejillones	77634	306.145145744
mejillones	77635	295.356270124
mejillones	77636	306.655185589
mejillones	77637	303.695282228
mejillones	77638	329.307365026
mejillones	77639	345.33460069
mejillones	105840	555.932009703
mejillones	105841	546.14745607
mejillones	105842	542.831818325
mejillones	105843	530.153443559
mejillones	105844	527.420390267
mejillones	105845	528.552132195
mejillones	105846	531.899605156
mejillones	105847	527.436307875
mejillones	105848	534.632658448
mejillones	105849	571.214505136
mejillones	105850	573.010011318
mejillones	105851	569.434916563
mejillones	105852	559.440250504
mejillones	105853	576.77770913
mejillones	105854	565.133978883
mejillones	105855	553.732196278
mejillones	105856	558.712815819
mejillones	105857	574.383700888
mejillones	105858	567.510477757
mejillones	105859	569.516096364
mejillones	105860	570.776770917
mejillones	105861	592.51226463
mejillones	105862	587.547562698
mejillones	105863	571.553550187
mejillones	107544	561.54296652
mejillones	107545	553.63509887
mejillones	107546	546.761875738
mejillones	107547	547.683505241
mejillones	107548	551.613562654
mejillones	107549	545.774984043
mejillones	107550	542.897080518
mejillones	107551	529.53902389
mejillones	107552	512.558119684
mejillones	107553	487.183860783
mejillones	107554	507.042668515
mejillones	107555	505.926844194
mejillones	107556	485.842006429
mejillones	107557	476.558857448
mejillones	107558	493.975904114
mejillones	107559	498.56972578
mejillones	107560	505.571881536
mejillones	107561	508.483212038
mejillones	107562	517.92712886
mejillones	107563	536.055692603
mejillones	107564	542.169645833
mejillones	107565	553.522083853
mejillones	107566	550.222363716
mejillones	107567	542.897080518
mejillones	108480	615.993919941
mejillones	108481	604.205339462
mejillones	108482	595.990261977
mejillones	108483	595.43951274
mejillones	108484	593.386141309
mejillones	108485	591.299342901
mejillones	108486	597.348033939
mejillones	108487	589.682113929
mejillones	108488	561.80242353
mejillones	108489	580.335294516
mejillones	108490	583.456737443
mejillones	108491	592.625279647
mejillones	108492	602.538765905
mejillones	108493	607.293355412
mejillones	108494	588.017132133
mejillones	108495	584.572561764
mejillones	108496	591.509455327
mejillones	108497	598.124813209
mejillones	108498	609.63961083
mejillones	108499	632.829973915
mejillones	108500	622.415083005
mejillones	108501	615.460680073
mejillones	108502	608.474441925
mejillones	108503	606.534085511
mejillones	110184	666.985977145
mejillones	110185	654.177077993
mejillones	110186	645.022861637
mejillones	110187	650.651327823
mejillones	110188	654.597302844
mejillones	110189	649.503668287
mejillones	110190	664.915096345
mejillones	110191	662.263222854
mejillones	110192	640.414714123
mejillones	110193	665.64253103
mejillones	110194	659.351892352
mejillones	110195	659.433072152
mejillones	110196	667.923524256
mejillones	110197	669.103019008
mejillones	110198	655.778389357
mejillones	110199	653.206103906
mejillones	110200	642.49992077
mejillones	110201	634.996360362
mejillones	110202	603.70393481
mejillones	110203	613.649256284
mejillones	110204	644.424359576
mejillones	110205	640.26827213
mejillones	110206	622.042610978
mejillones	110207	644.602636786
mejillones	112104	416.528782426
mejillones	112105	423.255563564
mejillones	112106	431.8908659
mejillones	112107	439.088808234
mejillones	112108	443.357910698
mejillones	112109	443.649202924
mejillones	112110	454.920461143
mejillones	112111	440.995737671
mejillones	112112	416.9155803
mejillones	112113	428.657999716
mejillones	112114	415.736085548
mejillones	112115	417.61117977
mejillones	112116	401.375219617
mejillones	112117	399.013046591
mejillones	112118	400.84197975
mejillones	112119	396.798907319
mejillones	112120	404.900969788
mejillones	112121	401.504152242
mejillones	112122	416.495355449
mejillones	112123	415.412958106
mejillones	112124	426.878411143
mejillones	112125	434.494986567
mejillones	112126	420.36015067
mejillones	112127	418.776348675
mejillones	112656	330.395422057
mejillones	112657	338.80469436
mejillones	112658	330.849073885
mejillones	112659	319.705156529
mejillones	112660	327.824728366
mejillones	112661	303.824159035
mejillones	112662	310.811988944
mejillones	112663	312.445135524
mejillones	112664	296.12640381
mejillones	112665	306.218167277
mejillones	112666	302.838859101
mejillones	112667	308.854123161
mejillones	112668	313.545042236
mejillones	112669	307.738298841
mejillones	112670	287.378086457
mejillones	112671	322.438209822
mejillones	112672	338.917709376
mejillones	112673	346.809659419
mejillones	112674	349.689154705
mejillones	112675	337.365742597
mejillones	112676	350.271739157
mejillones	112677	346.89083922
mejillones	112678	376.145810949
mejillones	112679	394.452651901
mejillones	140880	632.069645782
mejillones	140881	620.945049174
mejillones	140882	617.175318455
mejillones	140883	602.76057761
mejillones	140884	599.653219163
mejillones	140885	600.939958741
mejillones	140886	604.745884667
mejillones	140887	599.671316766
mejillones	140888	607.853243114
mejillones	140889	649.445154489
mejillones	140890	651.486564115
mejillones	140891	647.421842466
mejillones	140892	636.058357498
mejillones	140893	655.770266762
mejillones	140894	642.531870116
mejillones	140895	629.568557037
mejillones	140896	635.231297038
mejillones	140897	653.04838726
mejillones	140898	645.233842255
mejillones	140899	647.514140242
mejillones	140900	648.947470405
mejillones	140901	673.659747397
mejillones	140902	668.015104999
mejillones	140903	649.830633434
mejillones	142584	638.449050864
mejillones	142585	629.458161659
mejillones	142586	621.643616653
mejillones	142587	622.691467871
mejillones	142588	627.159766069
mejillones	142589	620.521565263
mejillones	142590	617.249518628
mejillones	142591	602.062010131
mejillones	142592	582.755487176
mejillones	142593	553.906098122
mejillones	142594	576.484667712
mejillones	142595	575.216025737
mejillones	142596	552.380470183
mejillones	142597	541.825948073
mejillones	142598	561.628345352
mejillones	142599	566.851313598
mejillones	142600	574.812449189
mejillones	142601	578.12250079
mejillones	142602	588.859808692
mejillones	142603	609.471168828
mejillones	142604	616.422458167
mejillones	142605	629.329668677
mejillones	142606	625.57803556
mejillones	142607	617.249518628
mejillones	143520	700.357331446
mejillones	143521	686.954246612
mejillones	143522	677.614073668
mejillones	143523	676.987896601
mejillones	143524	674.653305805
mejillones	143525	672.280710043
mejillones	143526	679.157799209
mejillones	143527	670.441993571
mejillones	143528	638.744041794
mejillones	143529	659.815081048
mejillones	143530	663.36402101
mejillones	143531	673.788240379
mejillones	143532	685.059427571
mejillones	143533	690.465181608
mejillones	143534	668.54898429
mejillones	143535	664.632662985
mejillones	143536	672.519598403
mejillones	143537	680.040962239
mejillones	143538	693.1327683
mejillones	143539	719.499166213
mejillones	143540	707.657904524
mejillones	143541	699.751061743
mejillones	143542	691.808023755
mejillones	143543	689.601925941
mejillones	145224	758.33300288
mejillones	145225	743.76986169
mejillones	145226	733.361930164
mejillones	145227	739.76124261
mejillones	145228	744.247638411
mejillones	145229	738.456405429
mejillones	145230	755.978504721
mejillones	145231	752.963444049
mejillones	145232	728.122674076
mejillones	145233	756.805565181
mejillones	145234	749.653392448
mejillones	145235	749.745690224
mejillones	145236	759.398951701
mejillones	145237	760.739984089
mejillones	145238	745.590480559
mejillones	145239	742.665907903
mejillones	145240	730.493460078
mejillones	145241	721.962249991
mejillones	145242	686.384172115
mejillones	145243	697.691554513
mejillones	145244	732.681460289
mejillones	145245	727.956176127
mejillones	145246	707.234420612
mejillones	145247	732.884153443
mejillones	147144	473.574457615
mejillones	147145	481.222504673
mejillones	147146	491.040454338
mejillones	147147	499.224190446
mejillones	147148	504.07796759
mejillones	147149	504.409153726
mejillones	147150	517.22406646
mejillones	147151	501.392283294
mejillones	147152	474.01422937
mejillones	147153	487.364831154
mejillones	147154	472.673196982
mejillones	147155	474.805094624
mejillones	147156	456.345539493
mejillones	147157	453.659855197
mejillones	147158	455.73926979
mejillones	147159	451.14247861
mejillones	147160	460.354158573
mejillones	147161	456.492130077
mejillones	147162	473.536452649
mejillones	147163	472.30581564
mejillones	147164	485.341519131
mejillones	147165	494.0012222
mejillones	147166	477.930550674
mejillones	147167	476.129839169
mejillones	147696	375.644707883
mejillones	147697	385.205671585
mejillones	147698	376.16048957
mejillones	147699	363.490357661
mejillones	147700	372.721944987
mejillones	147701	345.434379078
mejillones	147702	353.379226826
mejillones	147703	355.236040901
mejillones	147704	336.682378233
mejillones	147705	348.15625858
mejillones	147706	344.314137448
mejillones	147707	351.153221648
mejillones	147708	356.486585273
mejillones	147709	349.884579673
mejillones	147710	326.735935586
mejillones	147711	366.597716108
mejillones	147712	385.334164566
mejillones	147713	394.306956169
mejillones	147714	397.580812564
mejillones	147715	383.569648267
mejillones	147716	398.243184836
mejillones	147717	394.399253944
mejillones	147718	427.660838627
mejillones	147719	448.474891917
laberinto_zaldivar	720	674.56478132
laberinto_zaldivar	721	671.936185785
laberinto_zaldivar	722	660.208361993
laberinto_zaldivar	723	649.983347139
laberinto_zaldivar	724	651.335135924
laberinto_zaldivar	725	652.934048596
laberinto_zaldivar	726	674.070533546
laberinto_zaldivar	727	657.912433229
laberinto_zaldivar	728	631.678226042
laberinto_zaldivar	729	639.564012648
laberinto_zaldivar	730	634.360681912
laberinto_zaldivar	731	620.734017312
laberinto_zaldivar	732	623.770261652
laberinto_zaldivar	733	624.39229571
laberinto_zaldivar	734	617.246824681
laberinto_zaldivar	735	604.886405982
laberinto_zaldivar	736	615.540191341
laberinto_zaldivar	737	632.129174332
laberinto_zaldivar	738	646.302890956
laberinto_zaldivar	739	659.790152338
laberinto_zaldivar	740	661.238044857
laberinto_zaldivar	741	674.639763354
laberinto_zaldivar	742	673.437938638
laberinto_zaldivar	743	651.720606945
laberinto_zaldivar	2424	630.229277439
laberinto_zaldivar	2425	625.369174324
laberinto_zaldivar	2426	616.581491139
laberinto_zaldivar	2427	621.774261025
laberinto_zaldivar	2428	621.742578475
laberinto_zaldivar	2429	613.974017304
laberinto_zaldivar	2430	615.487387091
laberinto_zaldivar	2431	595.991002128
laberinto_zaldivar	2432	580.883706375
laberinto_zaldivar	2433	630.443662691
laberinto_zaldivar	2434	641.796576312
laberinto_zaldivar	2435	632.021453664
laberinto_zaldivar	2436	617.954401623
laberinto_zaldivar	2437	626.173911085
laberinto_zaldivar	2438	637.440225737
laberinto_zaldivar	2439	652.654186074
laberinto_zaldivar	2440	659.575767085
laberinto_zaldivar	2441	654.74734652
laberinto_zaldivar	2442	658.158501032
laberinto_zaldivar	2443	665.047343408
laberinto_zaldivar	2444	664.91850104
laberinto_zaldivar	2445	673.878326078
laberinto_zaldivar	2446	672.944746949
laberinto_zaldivar	2447	666.045343722
laberinto_zaldivar	3360	616.442087921
laberinto_zaldivar	3361	613.834614085
laberinto_zaldivar	3362	615.036438802
laberinto_zaldivar	3363	609.135035889
laberinto_zaldivar	3364	609.907034015
laberinto_zaldivar	3365	616.731455207
laberinto_zaldivar	3366	627.332436317
laberinto_zaldivar	3367	618.974579722
laberinto_zaldivar	3368	607.020753743
laberinto_zaldivar	3369	611.24826195
laberinto_zaldivar	3370	611.420403803
laberinto_zaldivar	3371	615.003700167
laberinto_zaldivar	3372	616.699772658
laberinto_zaldivar	3373	615.820053863
laberinto_zaldivar	3374	605.433458006
laberinto_zaldivar	3375	602.707702652
laberinto_zaldivar	3376	603.813423634
laberinto_zaldivar	3377	617.161281797
laberinto_zaldivar	3378	629.328436944
laberinto_zaldivar	3379	638.598750969
laberinto_zaldivar	3380	641.634995309
laberinto_zaldivar	3381	646.280713171
laberinto_zaldivar	3382	648.931486491
laberinto_zaldivar	3383	652.343697088
laberinto_zaldivar	5064	688.052042702
laberinto_zaldivar	5065	682.50442826
laberinto_zaldivar	5066	676.871270934
laberinto_zaldivar	5067	676.453061279
laberinto_zaldivar	5068	673.920569477
laberinto_zaldivar	5069	670.025728042
laberinto_zaldivar	5070	673.781166259
laberinto_zaldivar	5071	679.199938332
laberinto_zaldivar	5072	646.001906735
laberinto_zaldivar	5073	617.161281797
laberinto_zaldivar	5074	610.561806707
laberinto_zaldivar	5075	608.276438793
laberinto_zaldivar	5076	621.023384598
laberinto_zaldivar	5077	629.049630507
laberinto_zaldivar	5078	624.188471308
laberinto_zaldivar	5079	613.598051048
laberinto_zaldivar	5080	630.905171831
laberinto_zaldivar	5081	639.349627395
laberinto_zaldivar	5082	625.841244314
laberinto_zaldivar	5083	656.96829325
laberinto_zaldivar	5084	666.742359814
laberinto_zaldivar	5085	669.295973315
laberinto_zaldivar	5086	652.0965732
laberinto_zaldivar	5087	672.687062211
laberinto_zaldivar	6984	613.534685949
laberinto_zaldivar	6985	615.19696372
laberinto_zaldivar	6986	648.663240904
laberinto_zaldivar	6987	672.065028154
laberinto_zaldivar	6988	674.735867088
laberinto_zaldivar	6989	675.787727736
laberinto_zaldivar	6990	685.230183614
laberinto_zaldivar	6991	673.309096269
laberinto_zaldivar	6992	637.450786587
laberinto_zaldivar	6993	658.534467287
laberinto_zaldivar	6994	674.833026907
laberinto_zaldivar	6995	664.854079855
laberinto_zaldivar	6996	666.045343722
laberinto_zaldivar	6997	665.970361688
laberinto_zaldivar	6998	676.839588384
laberinto_zaldivar	6999	683.148640103
laberinto_zaldivar	7000	694.40333782
laberinto_zaldivar	7001	683.180322652
laberinto_zaldivar	7002	674.275414033
laberinto_zaldivar	7003	663.856079542
laberinto_zaldivar	7004	680.809411854
laberinto_zaldivar	7005	681.20649981
laberinto_zaldivar	7006	674.059972696
laberinto_zaldivar	7007	665.423309664
laberinto_zaldivar	7536	605.154651569
laberinto_zaldivar	7537	612.042437861
laberinto_zaldivar	7538	619.220647524
laberinto_zaldivar	7539	622.010824062
laberinto_zaldivar	7540	632.536823138
laberinto_zaldivar	7541	618.716894985
laberinto_zaldivar	7542	617.868858739
laberinto_zaldivar	7543	612.332861232
laberinto_zaldivar	7544	572.06434064
laberinto_zaldivar	7545	600.497316772
laberinto_zaldivar	7546	606.635282722
laberinto_zaldivar	7547	602.707702652
laberinto_zaldivar	7548	600.711702024
laberinto_zaldivar	7549	598.244687492
laberinto_zaldivar	7550	599.896404414
laberinto_zaldivar	7551	671.313095642
laberinto_zaldivar	7552	676.517482463
laberinto_zaldivar	7553	686.378147996
laberinto_zaldivar	7554	677.654885995
laberinto_zaldivar	7555	645.487593346
laberinto_zaldivar	7556	666.560713196
laberinto_zaldivar	7557	654.33864163
laberinto_zaldivar	7558	663.791658358
laberinto_zaldivar	7559	683.190883502
laberinto_zaldivar	35760	776.666290534
laberinto_zaldivar	35761	773.639833179
laberinto_zaldivar	35762	760.136896689
laberinto_zaldivar	35763	748.364232926
laberinto_zaldivar	35764	749.920627226
laberinto_zaldivar	35765	751.76154986
laberinto_zaldivar	35766	776.097233867
laberinto_zaldivar	35767	757.493458244
laberinto_zaldivar	35768	727.288465418
laberinto_zaldivar	35769	736.367837482
laberinto_zaldivar	35770	730.376935358
laberinto_zaldivar	35771	714.687751249
laberinto_zaldivar	35772	718.18355876
laberinto_zaldivar	35773	718.899743325
laberinto_zaldivar	35774	710.672740327
laberinto_zaldivar	35775	696.441459942
laberinto_zaldivar	35776	708.707792523
laberinto_zaldivar	35777	727.807668829
laberinto_zaldivar	35778	744.126706256
laberinto_zaldivar	35779	759.655387202
laberinto_zaldivar	35780	761.32243141
laberinto_zaldivar	35781	776.75262178
laberinto_zaldivar	35782	775.368889972
laberinto_zaldivar	35783	750.364442788
laberinto_zaldivar	37464	725.620205277
laberinto_zaldivar	37465	720.024481393
laberinto_zaldivar	37466	709.906702507
laberinto_zaldivar	37467	715.885445301
laberinto_zaldivar	37468	715.848967309
laberinto_zaldivar	37469	706.904563814
laberinto_zaldivar	37470	708.64699587
laberinto_zaldivar	37471	686.199655885
laberinto_zaldivar	37472	668.805733644
laberinto_zaldivar	37473	725.867039686
laberinto_zaldivar	37474	738.938319943
laberinto_zaldivar	37475	727.683643658
laberinto_zaldivar	37476	711.487415469
laberinto_zaldivar	37477	720.951022375
laberinto_zaldivar	37478	733.922596124
laberinto_zaldivar	37479	751.439327602
laberinto_zaldivar	37480	759.408552794
laberinto_zaldivar	37481	753.849306902
laberinto_zaldivar	37482	757.776770644
laberinto_zaldivar	37483	765.708301912
laberinto_zaldivar	37484	765.55995808
laberinto_zaldivar	37485	775.875934053
laberinto_zaldivar	37486	774.801049239
laberinto_zaldivar	37487	766.857358641
laberinto_zaldivar	38400	709.746199345
laberinto_zaldivar	38401	706.744060651
laberinto_zaldivar	38402	708.127792459
laberinto_zaldivar	38403	701.333158591
laberinto_zaldivar	38404	702.222005649
laberinto_zaldivar	38405	710.079365
laberinto_zaldivar	38406	722.284900928
laberinto_zaldivar	38407	712.662006792
laberinto_zaldivar	38408	698.898860631
laberinto_zaldivar	38409	703.766240619
laberinto_zaldivar	38410	703.964437705
laberinto_zaldivar	38411	708.090098535
laberinto_zaldivar	38412	710.042887009
laberinto_zaldivar	38413	709.03001478
laberinto_zaldivar	38414	697.071313261
laberinto_zaldivar	38415	693.932990066
laberinto_zaldivar	38416	695.206071966
laberinto_zaldivar	38417	710.57424975
laberinto_zaldivar	38418	724.583014388
laberinto_zaldivar	38419	735.256474676
laberinto_zaldivar	38420	738.752282187
laberinto_zaldivar	38421	744.101171662
laberinto_zaldivar	38422	747.153163611
laberinto_zaldivar	38423	751.081843286
laberinto_zaldivar	40104	792.19497148
laberinto_zaldivar	40105	785.807675183
laberinto_zaldivar	40106	779.321888309
laberinto_zaldivar	40107	778.840378822
laberinto_zaldivar	40108	775.924571375
laberinto_zaldivar	40109	771.440210296
laberinto_zaldivar	40110	775.764068212
laberinto_zaldivar	40111	782.003020678
laberinto_zaldivar	40112	743.780165338
laberinto_zaldivar	40113	710.57424975
laberinto_zaldivar	40114	702.975884138
laberinto_zaldivar	40115	700.344605024
laberinto_zaldivar	40116	715.020916904
laberinto_zaldivar	40117	724.262008063
laberinto_zaldivar	40118	718.665068247
laberinto_zaldivar	40119	706.471691649
laberinto_zaldivar	40120	726.398402427
laberinto_zaldivar	40121	736.121003073
laberinto_zaldivar	40122	720.568003466
laberinto_zaldivar	40123	756.4064141
laberinto_zaldivar	40124	767.659874453
laberinto_zaldivar	40125	770.600000561
laberinto_zaldivar	40126	750.797314953
laberinto_zaldivar	40127	774.504361576
laberinto_zaldivar	42024	706.398735666
laberinto_zaldivar	42025	708.312614282
laberinto_zaldivar	42026	746.844316617
laberinto_zaldivar	42027	773.788177011
laberinto_zaldivar	42028	776.863271687
laberinto_zaldivar	42029	778.074341002
laberinto_zaldivar	42030	788.945998378
laberinto_zaldivar	42031	775.22054614
laberinto_zaldivar	42032	733.934755454
laberinto_zaldivar	42033	758.209642809
laberinto_zaldivar	42034	776.975137528
laberinto_zaldivar	42035	765.485786164
laberinto_zaldivar	42036	766.857358641
laberinto_zaldivar	42037	766.771027395
laberinto_zaldivar	42038	779.285410317
laberinto_zaldivar	42039	786.549394342
laberinto_zaldivar	42040	799.507592826
laberinto_zaldivar	42041	786.585872333
laberinto_zaldivar	42042	776.333124879
laberinto_zaldivar	42043	764.336729434
laberinto_zaldivar	42044	783.856102642
laberinto_zaldivar	42045	784.313293468
laberinto_zaldivar	42046	776.085074537
laberinto_zaldivar	42047	766.141174077
laberinto_zaldivar	42576	696.750306936
laberinto_zaldivar	42577	704.68062227
laberinto_zaldivar	42578	712.945319192
laberinto_zaldivar	42579	716.157814303
laberinto_zaldivar	42580	728.277018985
laberinto_zaldivar	42581	712.365319129
laberinto_zaldivar	42582	711.388924892
laberinto_zaldivar	42583	705.015003858
laberinto_zaldivar	42584	658.651476767
laberinto_zaldivar	42585	691.388042198
laberinto_zaldivar	42586	698.455045068
laberinto_zaldivar	42587	693.932990066
laberinto_zaldivar	42588	691.634876606
laberinto_zaldivar	42589	688.794457008
laberinto_zaldivar	42590	690.696176294
laberinto_zaldivar	42591	772.922432681
laberinto_zaldivar	42592	778.914550738
laberinto_zaldivar	42593	790.2677176
laberinto_zaldivar	42594	780.22411063
laberinto_zaldivar	42595	743.188005944
laberinto_zaldivar	42596	767.450733968
laberinto_zaldivar	42597	753.378740813
laberinto_zaldivar	42598	764.262557519
laberinto_zaldivar	42599	786.598031663
laberinto_zaldivar	70800	890.118470997
laberinto_zaldivar	70801	886.649921343
laberinto_zaldivar	70802	871.174532069
laberinto_zaldivar	70803	857.682166562
laberinto_zaldivar	70804	859.465912467
laberinto_zaldivar	70805	861.575749419
laberinto_zaldivar	70806	889.4662889
laberinto_zaldivar	70807	868.144951134
laberinto_zaldivar	70808	833.52773862
laberinto_zaldivar	70809	843.933387581
laberinto_zaldivar	70810	837.0673594
laberinto_zaldivar	70811	819.08636455
laberinto_zaldivar	70812	823.092825078
laberinto_zaldivar	70813	823.913626905
laberinto_zaldivar	70814	814.484857537
laberinto_zaldivar	70815	798.174730921
laberinto_zaldivar	70816	812.232878332
laberinto_zaldivar	70817	834.122785106
laberinto_zaldivar	70818	852.825639626
laberinto_zaldivar	70819	870.622685679
laberinto_zaldivar	70820	872.53324477
laberinto_zaldivar	70821	890.217413152
laberinto_zaldivar	70822	888.631551559
laberinto_zaldivar	70823	859.97455876
laberinto_zaldivar	72504	831.615785979
laberinto_zaldivar	72505	825.202662031
laberinto_zaldivar	72506	813.606920099
laberinto_zaldivar	72507	820.459012766
laberinto_zaldivar	72508	820.417206221
laberinto_zaldivar	72509	810.166241476
laberinto_zaldivar	72510	812.163200758
laberinto_zaldivar	72511	786.436846738
laberinto_zaldivar	72512	766.502092702
laberinto_zaldivar	72513	831.898676931
laberinto_zaldivar	72514	846.879355427
laberinto_zaldivar	72515	833.980642854
laberinto_zaldivar	72516	815.418537034
laberinto_zaldivar	72517	826.264548265
laberinto_zaldivar	72518	841.130955539
laberinto_zaldivar	72519	861.206458275
laberinto_zaldivar	72520	870.339794727
laberinto_zaldivar	72521	863.968477324
laberinto_zaldivar	72522	868.469648631
laberinto_zaldivar	72523	877.559784987
laberinto_zaldivar	72524	877.389771705
laberinto_zaldivar	72525	889.212662529
laberinto_zaldivar	72526	887.980763014
laberinto_zaldivar	72527	878.876691143
laberinto_zaldivar	73440	813.422971303
laberinto_zaldivar	73441	809.982292679
laberinto_zaldivar	73442	811.568154273
laberinto_zaldivar	73443	803.780988558
laberinto_zaldivar	73444	804.799674695
laberinto_zaldivar	73445	813.804804411
laberinto_zaldivar	73446	827.793274247
laberinto_zaldivar	73447	816.764707771
laberinto_zaldivar	73448	800.991098479
laberinto_zaldivar	73449	806.569485085
laberinto_zaldivar	73450	806.796633978
laberinto_zaldivar	73451	811.524954176
laberinto_zaldivar	73452	813.762997866
laberinto_zaldivar	73453	812.602169477
laberinto_zaldivar	73454	798.896590592
laberinto_zaldivar	73455	795.299834202
laberinto_zaldivar	73456	796.75888261
laberinto_zaldivar	73457	814.371979866
laberinto_zaldivar	73458	830.42708656
laberinto_zaldivar	73459	842.659681521
laberinto_zaldivar	73460	846.666142049
laberinto_zaldivar	73461	852.796375045
laberinto_zaldivar	73462	856.29418928
laberinto_zaldivar	73463	860.796754138
laberinto_zaldivar	75144	907.91551705
laberinto_zaldivar	75145	900.595191083
laberinto_zaldivar	75146	893.161987446
laberinto_zaldivar	75147	892.610141057
laberinto_zaldivar	75148	889.268404589
laberinto_zaldivar	75149	884.128986701
laberinto_zaldivar	75150	889.084455793
laberinto_zaldivar	75151	896.234768477
laberinto_zaldivar	75152	852.428477452
laberinto_zaldivar	75153	814.371979866
laberinto_zaldivar	75154	805.663676618
laberinto_zaldivar	75155	802.648031198
laberinto_zaldivar	75156	819.468197658
laberinto_zaldivar	75157	830.059188967
laberinto_zaldivar	75158	823.644671468
laberinto_zaldivar	75159	809.670137146
laberinto_zaldivar	75160	832.507658931
laberinto_zaldivar	75161	843.650496629
laberinto_zaldivar	75162	825.825579546
laberinto_zaldivar	75163	866.899116104
laberinto_zaldivar	75164	879.796435125
laberinto_zaldivar	75165	883.166042623
laberinto_zaldivar	75166	860.470663089
laberinto_zaldivar	75167	887.640736451
laberinto_zaldivar	77064	809.586524057
laberinto_zaldivar	77065	811.779974099
laberinto_zaldivar	77066	855.940227202
laberinto_zaldivar	77067	886.819934625
laberinto_zaldivar	77068	890.344226338
laberinto_zaldivar	77069	891.73220362
laberinto_zaldivar	77070	904.191947474
laberinto_zaldivar	77071	888.461538277
laberinto_zaldivar	77072	841.144891054
laberinto_zaldivar	77073	868.96575296
laberinto_zaldivar	77074	890.472433075
laberinto_zaldivar	77075	877.304765064
laberinto_zaldivar	77076	878.876691143
laberinto_zaldivar	77077	878.777748987
laberinto_zaldivar	77078	893.120180902
laberinto_zaldivar	77079	901.445257491
laberinto_zaldivar	77080	916.296335699
laberinto_zaldivar	77081	901.487064036
laberinto_zaldivar	77082	889.736637889
laberinto_zaldivar	77083	875.987858908
laberinto_zaldivar	77084	898.358540945
laberinto_zaldivar	77085	898.882516305
laberinto_zaldivar	77086	889.452353385
laberinto_zaldivar	77087	878.055889316
laberinto_zaldivar	77616	798.528692999
laberinto_zaldivar	77617	807.617435804
laberinto_zaldivar	77618	817.089405268
laberinto_zaldivar	77619	820.771168299
laberinto_zaldivar	77620	834.66069598
laberinto_zaldivar	77621	816.424681208
laberinto_zaldivar	77622	815.305659363
