GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
CST_300_temuco_e	2026	3000000.0	60000.0
CST_300_temuco_e	2030	3000000.0	60000.0
CST_300_temuco_e	2034	3000000.0	60000.0
CST_150_temuco_e	2018	3060000.0	61200.0
CST_150_temuco_e	2022	3060000.0	61200.0
CST_150_temuco_e	2026	3060000.0	61200.0
CST_150_temuco_e	2030	3060000.0	61200.0
CST_150_temuco_e	2034	3060000.0	61200.0
DE_temuco_e	2018	910000.0	18200.0
DE_temuco_e	2022	910000.0	18200.0
DE_temuco_e	2026	910000.0	18200.0
DE_temuco_e	2030	910000.0	18200.0
DE_temuco_e	2034	910000.0	18200.0
OCGT_300_temuco_e	2018	800000.0	12000.0
OCGT_300_temuco_e	2022	800000.0	12000.0
OCGT_300_temuco_e	2026	800000.0	12000.0
OCGT_300_temuco_e	2030	800000.0	12000.0
OCGT_300_temuco_e	2034	800000.0	12000.0
CCGT_300_puerto_montt_e	2018	1165000.0	14400.0
CCGT_300_puerto_montt_e	2022	1165000.0	14400.0
CCGT_300_puerto_montt_e	2026	1165000.0	14400.0
CCGT_300_puerto_montt_e	2030	1165000.0	14400.0
CCGT_300_puerto_montt_e	2034	1165000.0	14400.0
CST_300_puerto_montt_e	2018	3000000.0	60000.0
CST_300_puerto_montt_e	2022	3000000.0	60000.0
CST_300_puerto_montt_e	2026	3000000.0	60000.0
CST_300_puerto_montt_e	2030	3000000.0	60000.0
CST_300_puerto_montt_e	2034	3000000.0	60000.0
CST_150_puerto_montt_e	2018	3060000.0	61200.0
CST_150_puerto_montt_e	2022	3060000.0	61200.0
CST_150_puerto_montt_e	2026	3060000.0	61200.0
CST_150_puerto_montt_e	2030	3060000.0	61200.0
CST_150_puerto_montt_e	2034	3060000.0	61200.0
DE_puerto_montt_e	2018	910000.0	18200.0
DE_puerto_montt_e	2022	910000.0	18200.0
DE_puerto_montt_e	2026	910000.0	18200.0
DE_puerto_montt_e	2030	910000.0	18200.0
DE_puerto_montt_e	2034	910000.0	18200.0
OCGT_300_puerto_montt_e	2018	800000.0	12000.0
OCGT_300_puerto_montt_e	2022	800000.0	12000.0
OCGT_300_puerto_montt_e	2026	800000.0	12000.0
OCGT_300_puerto_montt_e	2030	800000.0	12000.0
OCGT_300_puerto_montt_e	2034	800000.0	12000.0
minihidro_aconcagua	2018	3250000.0	66000.0
minihidro_aconcagua	2022	3250000.0	66000.0
minihidro_aconcagua	2026	3250000.0	66000.0
minihidro_aconcagua	2030	3250000.0	66000.0
minihidro_aconcagua	2034	3250000.0	66000.0
minihidro_maipo	2018	3250000.0	66000.0
minihidro_maipo	2022	3250000.0	66000.0
minihidro_maipo	2026	3250000.0	66000.0
minihidro_maipo	2030	3250000.0	66000.0
minihidro_maipo	2034	3250000.0	66000.0
minihidro_rapel	2018	3250000.0	66000.0
minihidro_rapel	2022	3250000.0	66000.0
minihidro_rapel	2026	3250000.0	66000.0
minihidro_rapel	2030	3250000.0	66000.0
minihidro_rapel	2034	3250000.0	66000.0
minihidro_mataquito	2018	3250000.0	66000.0
minihidro_mataquito	2022	3250000.0	66000.0
minihidro_mataquito	2026	3250000.0	66000.0
minihidro_mataquito	2030	3250000.0	66000.0
minihidro_mataquito	2034	3250000.0	66000.0
minihidro_maule	2018	3250000.0	66000.0
minihidro_maule	2022	3250000.0	66000.0
minihidro_maule	2026	3250000.0	66000.0
minihidro_maule	2030	3250000.0	66000.0
minihidro_maule	2034	3250000.0	66000.0
minihidro_itata	2018	3250000.0	66000.0
minihidro_itata	2022	3250000.0	66000.0
minihidro_itata	2026	3250000.0	66000.0
minihidro_itata	2030	3250000.0	66000.0
minihidro_itata	2034	3250000.0	66000.0
minihidro_biobio	2018	3250000.0	66000.0
minihidro_biobio	2022	3250000.0	66000.0
minihidro_biobio	2026	3250000.0	66000.0
minihidro_biobio	2030	3250000.0	66000.0
minihidro_biobio	2034	3250000.0	66000.0
minihidro_carampangue	2018	3250000.0	66000.0
minihidro_carampangue	2022	3250000.0	66000.0
minihidro_carampangue	2026	3250000.0	66000.0
minihidro_carampangue	2030	3250000.0	66000.0
minihidro_carampangue	2034	3250000.0	66000.0
minihidro_lebu	2018	3250000.0	66000.0
minihidro_lebu	2022	3250000.0	66000.0
minihidro_lebu	2026	3250000.0	66000.0
minihidro_lebu	2030	3250000.0	66000.0
minihidro_lebu	2034	3250000.0	66000.0
minihidro_imperial	2018	3250000.0	66000.0
minihidro_imperial	2022	3250000.0	66000.0
minihidro_imperial	2026	3250000.0	66000.0
minihidro_imperial	2030	3250000.0	66000.0
minihidro_imperial	2034	3250000.0	66000.0
minihidro_tolten	2018	3250000.0	66000.0
minihidro_tolten	2022	3250000.0	66000.0
minihidro_tolten	2026	3250000.0	66000.0
minihidro_tolten	2030	3250000.0	66000.0
minihidro_tolten	2034	3250000.0	66000.0
minihidro_valdivia	2018	3250000.0	66000.0
minihidro_valdivia	2022	3250000.0	66000.0
minihidro_valdivia	2026	3250000.0	66000.0
minihidro_valdivia	2030	3250000.0	66000.0
minihidro_valdivia	2034	3250000.0	66000.0
minihidro_bueno	2018	3250000.0	66000.0
minihidro_bueno	2022	3250000.0	66000.0
minihidro_bueno	2026	3250000.0	66000.0
minihidro_bueno	2030	3250000.0	66000.0
minihidro_bueno	2034	3250000.0	66000.0
minihidro_puelo	2018	3250000.0	66000.0
minihidro_puelo	2022	3250000.0	66000.0
minihidro_puelo	2026	3250000.0	66000.0
minihidro_puelo	2030	3250000.0	66000.0
minihidro_puelo	2034	3250000.0	66000.0
minihidro_regionlagos	2018	3250000.0	66000.0
minihidro_regionlagos	2022	3250000.0	66000.0
minihidro_regionlagos	2026	3250000.0	66000.0
minihidro_regionlagos	2030	3250000.0	66000.0
minihidro_regionlagos	2034	3250000.0	66000.0
