GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
CST_150_maitencillo_e	2034	3060000.0	61200.0
DE_maitencillo_e	2018	910000.0	18200.0
DE_maitencillo_e	2022	910000.0	18200.0
DE_maitencillo_e	2026	910000.0	18200.0
DE_maitencillo_e	2030	910000.0	18200.0
DE_maitencillo_e	2034	910000.0	18200.0
OCGT_300_maitencillo_e	2018	800000.0	12000.0
OCGT_300_maitencillo_e	2022	800000.0	12000.0
OCGT_300_maitencillo_e	2026	800000.0	12000.0
OCGT_300_maitencillo_e	2030	800000.0	12000.0
OCGT_300_maitencillo_e	2034	800000.0	12000.0
OCGT_200_maitencillo_e	2018	816000.0	12240.0
OCGT_200_maitencillo_e	2022	816000.0	12240.0
OCGT_200_maitencillo_e	2026	816000.0	12240.0
OCGT_200_maitencillo_e	2030	816000.0	12240.0
OCGT_200_maitencillo_e	2034	816000.0	12240.0
OCGT_100_maitencillo_e	2018	880000.0	13200.0
OCGT_100_maitencillo_e	2022	880000.0	13200.0
OCGT_100_maitencillo_e	2026	880000.0	13200.0
OCGT_100_maitencillo_e	2030	880000.0	13200.0
OCGT_100_maitencillo_e	2034	880000.0	13200.0
CCGT_400_pan_de_azucar_e	2018	1141000.0	14000.0
CCGT_400_pan_de_azucar_e	2022	1141000.0	14000.0
CCGT_400_pan_de_azucar_e	2026	1141000.0	14000.0
CCGT_400_pan_de_azucar_e	2030	1141000.0	14000.0
CCGT_400_pan_de_azucar_e	2034	1141000.0	14000.0
CCGT_300_pan_de_azucar_e	2018	1165000.0	14400.0
CCGT_300_pan_de_azucar_e	2022	1165000.0	14400.0
CCGT_300_pan_de_azucar_e	2026	1165000.0	14400.0
CCGT_300_pan_de_azucar_e	2030	1165000.0	14400.0
CCGT_300_pan_de_azucar_e	2034	1165000.0	14400.0
CCGT_250_pan_de_azucar_e	2018	1255100.0	15000.0
CCGT_250_pan_de_azucar_e	2022	1255100.0	15000.0
CCGT_250_pan_de_azucar_e	2026	1255100.0	15000.0
CCGT_250_pan_de_azucar_e	2030	1255100.0	15000.0
CCGT_250_pan_de_azucar_e	2034	1255100.0	15000.0
CST_300_pan_de_azucar_e	2018	3000000.0	60000.0
CST_300_pan_de_azucar_e	2022	3000000.0	60000.0
CST_300_pan_de_azucar_e	2026	3000000.0	60000.0
CST_300_pan_de_azucar_e	2030	3000000.0	60000.0
CST_300_pan_de_azucar_e	2034	3000000.0	60000.0
CST_150_pan_de_azucar_e	2018	3060000.0	61200.0
CST_150_pan_de_azucar_e	2022	3060000.0	61200.0
CST_150_pan_de_azucar_e	2026	3060000.0	61200.0
CST_150_pan_de_azucar_e	2030	3060000.0	61200.0
CST_150_pan_de_azucar_e	2034	3060000.0	61200.0
DE_pan_de_azucar_e	2018	910000.0	18200.0
DE_pan_de_azucar_e	2022	910000.0	18200.0
DE_pan_de_azucar_e	2026	910000.0	18200.0
DE_pan_de_azucar_e	2030	910000.0	18200.0
DE_pan_de_azucar_e	2034	910000.0	18200.0
OCGT_300_pan_de_azucar_e	2018	800000.0	12000.0
OCGT_300_pan_de_azucar_e	2022	800000.0	12000.0
OCGT_300_pan_de_azucar_e	2026	800000.0	12000.0
OCGT_300_pan_de_azucar_e	2030	800000.0	12000.0
OCGT_300_pan_de_azucar_e	2034	800000.0	12000.0
OCGT_200_pan_de_azucar_e	2018	816000.0	12240.0
OCGT_200_pan_de_azucar_e	2022	816000.0	12240.0
OCGT_200_pan_de_azucar_e	2026	816000.0	12240.0
OCGT_200_pan_de_azucar_e	2030	816000.0	12240.0
OCGT_200_pan_de_azucar_e	2034	816000.0	12240.0
wind_los_vilos_e	2018	1775610.0	35512.2
wind_los_vilos_e	2022	1717290.0	34345.8
wind_los_vilos_e	2026	1670490.0	33409.8
wind_los_vilos_e	2030	1635210.0	32704.2
wind_los_vilos_e	2034	1611450.0	32229.0
CCGT_400_los_vilos_e	2018	1141000.0	14000.0
CCGT_400_los_vilos_e	2022	1141000.0	14000.0
CCGT_400_los_vilos_e	2026	1141000.0	14000.0
CCGT_400_los_vilos_e	2030	1141000.0	14000.0
CCGT_400_los_vilos_e	2034	1141000.0	14000.0
CCGT_300_los_vilos_e	2018	1165000.0	14400.0
CCGT_300_los_vilos_e	2022	1165000.0	14400.0
CCGT_300_los_vilos_e	2026	1165000.0	14400.0
CCGT_300_los_vilos_e	2030	1165000.0	14400.0
CCGT_300_los_vilos_e	2034	1165000.0	14400.0
CST_300_los_vilos_e	2018	3000000.0	60000.0
CST_300_los_vilos_e	2022	3000000.0	60000.0
CST_300_los_vilos_e	2026	3000000.0	60000.0
CST_300_los_vilos_e	2030	3000000.0	60000.0
CST_300_los_vilos_e	2034	3000000.0	60000.0
CST_150_los_vilos_e	2018	3060000.0	61200.0
CST_150_los_vilos_e	2022	3060000.0	61200.0
CST_150_los_vilos_e	2026	3060000.0	61200.0
CST_150_los_vilos_e	2030	3060000.0	61200.0
CST_150_los_vilos_e	2034	3060000.0	61200.0
DE_los_vilos_e	2018	910000.0	18200.0
DE_los_vilos_e	2022	910000.0	18200.0
DE_los_vilos_e	2026	910000.0	18200.0
DE_los_vilos_e	2030	910000.0	18200.0
DE_los_vilos_e	2034	910000.0	18200.0
OCGT_300_los_vilos_e	2018	800000.0	12000.0
OCGT_300_los_vilos_e	2022	800000.0	12000.0
OCGT_300_los_vilos_e	2026	800000.0	12000.0
OCGT_300_los_vilos_e	2030	800000.0	12000.0
OCGT_300_los_vilos_e	2034	800000.0	12000.0
OCGT_200_los_vilos_e	2018	816000.0	12240.0
OCGT_200_los_vilos_e	2022	816000.0	12240.0
OCGT_200_los_vilos_e	2026	816000.0	12240.0
OCGT_200_los_vilos_e	2030	816000.0	12240.0
OCGT_200_los_vilos_e	2034	816000.0	12240.0
wind_nogales_e	2018	1775610.0	35512.2
wind_nogales_e	2022	1717290.0	34345.8
wind_nogales_e	2026	1670490.0	33409.8
wind_nogales_e	2030	1635210.0	32704.2
wind_nogales_e	2034	1611450.0	32229.0
CCGT_400_nogales_e	2018	1141000.0	14000.0
CCGT_400_nogales_e	2022	1141000.0	14000.0
CCGT_400_nogales_e	2026	1141000.0	14000.0
CCGT_400_nogales_e	2030	1141000.0	14000.0
CCGT_400_nogales_e	2034	1141000.0	14000.0
CCGT_300_nogales_e	2018	1165000.0	14400.0
CCGT_300_nogales_e	2022	1165000.0	14400.0
CCGT_300_nogales_e	2026	1165000.0	14400.0
CCGT_300_nogales_e	2030	1165000.0	14400.0
CCGT_300_nogales_e	2034	1165000.0	14400.0
CST_300_nogales_e	2018	3000000.0	60000.0
CST_300_nogales_e	2022	3000000.0	60000.0
CST_300_nogales_e	2026	3000000.0	60000.0
CST_300_nogales_e	2030	3000000.0	60000.0
CST_300_nogales_e	2034	3000000.0	60000.0
CST_150_nogales_e	2018	3060000.0	61200.0
CST_150_nogales_e	2022	3060000.0	61200.0
CST_150_nogales_e	2026	3060000.0	61200.0
CST_150_nogales_e	2030	3060000.0	61200.0
CST_150_nogales_e	2034	3060000.0	61200.0
DE_nogales_e	2018	910000.0	18200.0
DE_nogales_e	2022	910000.0	18200.0
DE_nogales_e	2026	910000.0	18200.0
DE_nogales_e	2030	910000.0	18200.0
DE_nogales_e	2034	910000.0	18200.0
OCGT_300_nogales_e	2018	800000.0	12000.0
OCGT_300_nogales_e	2022	800000.0	12000.0
OCGT_300_nogales_e	2026	800000.0	12000.0
OCGT_300_nogales_e	2030	800000.0	12000.0
OCGT_300_nogales_e	2034	800000.0	12000.0
OCGT_200_nogales_e	2018	816000.0	12240.0
OCGT_200_nogales_e	2022	816000.0	12240.0
OCGT_200_nogales_e	2026	816000.0	12240.0
OCGT_200_nogales_e	2030	816000.0	12240.0
OCGT_200_nogales_e	2034	816000.0	12240.0
wind_quillota_e	2018	1775610.0	35512.2
wind_quillota_e	2022	1717290.0	34345.8
wind_quillota_e	2026	1670490.0	33409.8
wind_quillota_e	2030	1635210.0	32704.2
wind_quillota_e	2034	1611450.0	32229.0
CCGT_400_quillota_e	2018	1141000.0	14000.0
CCGT_400_quillota_e	2022	1141000.0	14000.0
CCGT_400_quillota_e	2026	1141000.0	14000.0
CCGT_400_quillota_e	2030	1141000.0	14000.0
CCGT_400_quillota_e	2034	1141000.0	14000.0
CCGT_300_quillota_e	2018	1165000.0	1.0
CCGT_300_quillota_e	2022	1165000.0	1.0
CCGT_300_quillota_e	2026	1165000.0	1.0
CCGT_300_quillota_e	2030	1165000.0	1.0
CCGT_300_quillota_e	2034	1165000.0	1.0
CST_300_quillota_e	2018	3000000.0	60000.0
CST_300_quillota_e	2022	3000000.0	60000.0
CST_300_quillota_e	2026	3000000.0	60000.0
CST_300_quillota_e	2030	3000000.0	60000.0
CST_300_quillota_e	2034	3000000.0	60000.0
CST_300_quillota_e1	2018	3000000.0	60000.0
CST_300_quillota_e1	2022	3000000.0	60000.0
CST_300_quillota_e1	2026	3000000.0	60000.0
CST_300_quillota_e1	2030	3000000.0	60000.0
CST_300_quillota_e1	2034	3000000.0	60000.0
CST_300_quillota_e2	2018	3000000.0	60000.0
CST_300_quillota_e2	2022	3000000.0	60000.0
CST_300_quillota_e2	2026	3000000.0	60000.0
CST_300_quillota_e2	2030	3000000.0	60000.0
CST_300_quillota_e2	2034	3000000.0	60000.0
CST_300_quillota_e3	2018	3000000.0	60000.0
CST_300_quillota_e3	2022	3000000.0	60000.0
CST_300_quillota_e3	2026	3000000.0	60000.0
CST_300_quillota_e3	2030	3000000.0	60000.0
CST_300_quillota_e3	2034	3000000.0	60000.0
CST_300_quillota_e4	2018	3000000.0	60000.0
CST_300_quillota_e4	2022	3000000.0	60000.0
CST_300_quillota_e4	2026	3000000.0	60000.0
CST_300_quillota_e4	2030	3000000.0	60000.0
CST_300_quillota_e4	2034	3000000.0	60000.0
DE_quillota_e	2018	910000.0	18200.0
DE_quillota_e	2022	910000.0	18200.0
DE_quillota_e	2026	910000.0	18200.0
DE_quillota_e	2030	910000.0	18200.0
DE_quillota_e	2034	910000.0	18200.0
RoR_quillota_e	2018	4100000.0	66000.0
RoR_quillota_e	2022	4100000.0	66000.0
RoR_quillota_e	2026	4100000.0	66000.0
RoR_quillota_e	2030	4100000.0	66000.0
RoR_quillota_e	2034	4100000.0	66000.0
OCGT_300_quillota_e	2018	800000.0	12000.0
OCGT_300_quillota_e	2022	800000.0	12000.0
OCGT_300_quillota_e	2026	800000.0	12000.0
OCGT_300_quillota_e	2030	800000.0	12000.0
OCGT_300_quillota_e	2034	800000.0	12000.0
OCGT_300_quillota_e1	2018	800000.0	12000.0
OCGT_300_quillota_e1	2022	800000.0	12000.0
OCGT_300_quillota_e1	2026	800000.0	12000.0
OCGT_300_quillota_e1	2030	800000.0	12000.0
OCGT_300_quillota_e1	2034	800000.0	12000.0
wind_polpaico_e	2018	1775610.0	35512.2
wind_polpaico_e	2022	1717290.0	34345.8
wind_polpaico_e	2026	1670490.0	33409.8
wind_polpaico_e	2030	1635210.0	32704.2
wind_polpaico_e	2034	1611450.0	32229.0
CCGT_400_polpaico_e	2018	1141000.0	14000.0
CCGT_400_polpaico_e	2022	1141000.0	14000.0
CCGT_400_polpaico_e	2026	1141000.0	14000.0
CCGT_400_polpaico_e	2030	1141000.0	14000.0
CCGT_400_polpaico_e	2034	1141000.0	14000.0
CCGT_300_polpaico_e	2018	1165000.0	14400.0
CCGT_300_polpaico_e	2022	1165000.0	14400.0
CCGT_300_polpaico_e	2026	1165000.0	14400.0
CCGT_300_polpaico_e	2030	1165000.0	14400.0
CCGT_300_polpaico_e	2034	1165000.0	14400.0
CST_300_polpaico_e	2018	3000000.0	60000.0
CST_300_polpaico_e	2022	3000000.0	60000.0
CST_300_polpaico_e	2026	3000000.0	60000.0
CST_300_polpaico_e	2030	3000000.0	60000.0
CST_300_polpaico_e	2034	3000000.0	60000.0
CST_300_polpaico_e1	2018	3000000.0	60000.0
CST_300_polpaico_e1	2022	3000000.0	60000.0
CST_300_polpaico_e1	2026	3000000.0	60000.0
CST_300_polpaico_e1	2030	3000000.0	60000.0
CST_300_polpaico_e1	2034	3000000.0	60000.0
CST_150_polpaico_e	2018	3060000.0	61200.0
CST_150_polpaico_e	2022	3060000.0	61200.0
CST_150_polpaico_e	2026	3060000.0	61200.0
CST_150_polpaico_e	2030	3060000.0	61200.0
CST_150_polpaico_e	2034	3060000.0	61200.0
DE_polpaico_e	2018	910000.0	18200.0
DE_polpaico_e	2022	910000.0	18200.0
DE_polpaico_e	2026	910000.0	18200.0
DE_polpaico_e	2030	910000.0	18200.0
DE_polpaico_e	2034	910000.0	18200.0
OCGT_300_polpaico_e	2018	800000.0	12000.0
OCGT_300_polpaico_e	2022	800000.0	12000.0
OCGT_300_polpaico_e	2026	800000.0	12000.0
OCGT_300_polpaico_e	2030	800000.0	12000.0
OCGT_300_polpaico_e	2034	800000.0	12000.0
OCGT_200_polpaico_e	2018	816000.0	12240.0
OCGT_200_polpaico_e	2022	816000.0	12240.0
OCGT_200_polpaico_e	2026	816000.0	12240.0
OCGT_200_polpaico_e	2030	816000.0	12240.0
OCGT_200_polpaico_e	2034	816000.0	12240.0
OCGT_100_polpaico_e	2018	880000.0	13200.0
OCGT_100_polpaico_e	2022	880000.0	13200.0
OCGT_100_polpaico_e	2026	880000.0	13200.0
OCGT_100_polpaico_e	2030	880000.0	13200.0
OCGT_100_polpaico_e	2034	880000.0	13200.0
pv_alto_jahuel_e	2018	1134870.0	17023.05
pv_alto_jahuel_e	2022	996120.0	14941.8
pv_alto_jahuel_e	2026	879960.0	13199.4
pv_alto_jahuel_e	2030	783000.0	11745.0
pv_alto_jahuel_e	2034	705240.0	10578.6
wind_alto_jahuel_e	2018	1775610.0	35512.2
wind_alto_jahuel_e	2022	1717290.0	34345.8
wind_alto_jahuel_e	2026	1670490.0	33409.8
wind_alto_jahuel_e	2030	1635210.0	32704.2
wind_alto_jahuel_e	2034	1611450.0	32229.0
CCGT_400_alto_jahuel_e	2018	1141000.0	14000.0
CCGT_400_alto_jahuel_e	2022	1141000.0	14000.0
CCGT_400_alto_jahuel_e	2026	1141000.0	14000.0
CCGT_400_alto_jahuel_e	2030	1141000.0	14000.0
CCGT_400_alto_jahuel_e	2034	1141000.0	14000.0
CCGT_300_alto_jahuel_e	2018	1165000.0	14400.0
CCGT_300_alto_jahuel_e	2022	1165000.0	14400.0
CCGT_300_alto_jahuel_e	2026	1165000.0	14400.0
CCGT_300_alto_jahuel_e	2030	1165000.0	14400.0
CCGT_300_alto_jahuel_e	2034	1165000.0	14400.0
CST_300_alto_jahuel_e	2018	3000000.0	60000.0
CST_300_alto_jahuel_e	2022	3000000.0	60000.0
CST_300_alto_jahuel_e	2026	3000000.0	60000.0
CST_300_alto_jahuel_e	2030	3000000.0	60000.0
CST_300_alto_jahuel_e	2034	3000000.0	60000.0
CST_300_alto_jahuel_e1	2018	3000000.0	60000.0
CST_300_alto_jahuel_e1	2022	3000000.0	60000.0
CST_300_alto_jahuel_e1	2026	3000000.0	60000.0
CST_300_alto_jahuel_e1	2030	3000000.0	60000.0
CST_300_alto_jahuel_e1	2034	3000000.0	60000.0
CST_300_alto_jahuel_e2	2018	3000000.0	60000.0
CST_300_alto_jahuel_e2	2022	3000000.0	60000.0
CST_300_alto_jahuel_e2	2026	3000000.0	60000.0
CST_300_alto_jahuel_e2	2030	3000000.0	60000.0
CST_300_alto_jahuel_e2	2034	3000000.0	60000.0
CST_300_alto_jahuel_e3	2018	3000000.0	60000.0
CST_300_alto_jahuel_e3	2022	3000000.0	60000.0
CST_300_alto_jahuel_e3	2026	3000000.0	60000.0
CST_300_alto_jahuel_e3	2030	3000000.0	60000.0
CST_300_alto_jahuel_e3	2034	3000000.0	60000.0
DE_alto_jahuel_e	2018	910000.0	18200.0
DE_alto_jahuel_e	2022	910000.0	18200.0
DE_alto_jahuel_e	2026	910000.0	18200.0
DE_alto_jahuel_e	2030	910000.0	18200.0
DE_alto_jahuel_e	2034	910000.0	18200.0
OCGT_300_alto_jahuel_e	2018	800000.0	12000.0
OCGT_300_alto_jahuel_e	2022	800000.0	12000.0
OCGT_300_alto_jahuel_e	2026	800000.0	12000.0
OCGT_300_alto_jahuel_e	2030	800000.0	12000.0
OCGT_300_alto_jahuel_e	2034	800000.0	12000.0
OCGT_300_alto_jahuel_e1	2018	800000.0	12000.0
OCGT_300_alto_jahuel_e1	2022	800000.0	12000.0
OCGT_300_alto_jahuel_e1	2026	800000.0	12000.0
OCGT_300_alto_jahuel_e1	2030	800000.0	12000.0
OCGT_300_alto_jahuel_e1	2034	800000.0	12000.0
CCGT_400_melipilla_rapel_e	2018	1141000.0	14000.0
CCGT_400_melipilla_rapel_e	2022	1141000.0	14000.0
CCGT_400_melipilla_rapel_e	2026	1141000.0	14000.0
CCGT_400_melipilla_rapel_e	2030	1141000.0	14000.0
CCGT_400_melipilla_rapel_e	2034	1141000.0	14000.0
CCGT_300_melipilla_rapel_e	2018	1165000.0	14400.0
CCGT_300_melipilla_rapel_e	2022	1165000.0	14400.0
CCGT_300_melipilla_rapel_e	2026	1165000.0	14400.0
CCGT_300_melipilla_rapel_e	2030	1165000.0	14400.0
CCGT_300_melipilla_rapel_e	2034	1165000.0	14400.0
CST_300_melipilla_rapel_e	2018	3000000.0	60000.0
CST_300_melipilla_rapel_e	2022	3000000.0	60000.0
CST_300_melipilla_rapel_e	2026	3000000.0	60000.0
CST_300_melipilla_rapel_e	2030	3000000.0	60000.0
CST_300_melipilla_rapel_e	2034	3000000.0	60000.0
CST_150_melipilla_rapel_e	2018	3060000.0	61200.0
CST_150_melipilla_rapel_e	2022	3060000.0	61200.0
CST_150_melipilla_rapel_e	2026	3060000.0	61200.0
CST_150_melipilla_rapel_e	2030	3060000.0	61200.0
CST_150_melipilla_rapel_e	2034	3060000.0	61200.0
DE_melipilla_rapel_e	2018	910000.0	18200.0
DE_melipilla_rapel_e	2022	910000.0	18200.0
DE_melipilla_rapel_e	2026	910000.0	18200.0
DE_melipilla_rapel_e	2030	910000.0	18200.0
DE_melipilla_rapel_e	2034	910000.0	18200.0
OCGT_300_melipilla_rapel_e	2018	800000.0	12000.0
OCGT_300_melipilla_rapel_e	2022	800000.0	12000.0
OCGT_300_melipilla_rapel_e	2026	800000.0	12000.0
OCGT_300_melipilla_rapel_e	2030	800000.0	12000.0
OCGT_300_melipilla_rapel_e	2034	800000.0	12000.0
OCGT_200_melipilla_rapel_e	2018	816000.0	12240.0
OCGT_200_melipilla_rapel_e	2022	816000.0	12240.0
OCGT_200_melipilla_rapel_e	2026	816000.0	12240.0
OCGT_200_melipilla_rapel_e	2030	816000.0	12240.0
OCGT_200_melipilla_rapel_e	2034	816000.0	12240.0
wind_itahue_e	2018	1775610.0	35512.2
wind_itahue_e	2022	1717290.0	34345.8
wind_itahue_e	2026	1670490.0	33409.8
wind_itahue_e	2030	1635210.0	32704.2
wind_itahue_e	2034	1611450.0	32229.0
CCGT_400_itahue_e	2018	1141000.0	14000.0
CCGT_400_itahue_e	2022	1141000.0	14000.0
CCGT_400_itahue_e	2026	1141000.0	14000.0
CCGT_400_itahue_e	2030	1141000.0	14000.0
CCGT_400_itahue_e	2034	1141000.0	14000.0
CCGT_300_itahue_e	2018	1165000.0	14400.0
CCGT_300_itahue_e	2022	1165000.0	14400.0
CCGT_300_itahue_e	2026	1165000.0	14400.0
CCGT_300_itahue_e	2030	1165000.0	14400.0
CCGT_300_itahue_e	2034	1165000.0	14400.0
CST_300_itahue_e	2018	3000000.0	60000.0
CST_300_itahue_e	2022	3000000.0	60000.0
CST_300_itahue_e	2026	3000000.0	60000.0
CST_300_itahue_e	2030	3000000.0	60000.0
CST_300_itahue_e	2034	3000000.0	60000.0
CST_300_itahue_e1	2018	3000000.0	60000.0
CST_300_itahue_e1	2022	3000000.0	60000.0
CST_300_itahue_e1	2026	3000000.0	60000.0
CST_300_itahue_e1	2030	3000000.0	60000.0
CST_300_itahue_e1	2034	3000000.0	60000.0
CST_300_itahue_e2	2018	3000000.0	60000.0
CST_300_itahue_e2	2022	3000000.0	60000.0
CST_300_itahue_e2	2026	3000000.0	60000.0
CST_300_itahue_e2	2030	3000000.0	60000.0
CST_300_itahue_e2	2034	3000000.0	60000.0
DE_itahue_e	2018	910000.0	18200.0
DE_itahue_e	2022	910000.0	18200.0
DE_itahue_e	2026	910000.0	18200.0
DE_itahue_e	2030	910000.0	18200.0
DE_itahue_e	2034	910000.0	18200.0
OCGT_300_itahue_e	2018	800000.0	12000.0
OCGT_300_itahue_e	2022	800000.0	12000.0
OCGT_300_itahue_e	2026	800000.0	12000.0
OCGT_300_itahue_e	2030	800000.0	12000.0
OCGT_300_itahue_e	2034	800000.0	12000.0
OCGT_200_itahue_e	2018	816000.0	12240.0
OCGT_200_itahue_e	2022	816000.0	12240.0
OCGT_200_itahue_e	2026	816000.0	12240.0
OCGT_200_itahue_e	2030	816000.0	12240.0
OCGT_200_itahue_e	2034	816000.0	12240.0
wind_ancoa_e	2018	1775610.0	35512.2
wind_ancoa_e	2022	1717290.0	34345.8
wind_ancoa_e	2026	1670490.0	33409.8
wind_ancoa_e	2030	1635210.0	32704.2
wind_ancoa_e	2034	1611450.0	32229.0
CCGT_400_ancoa_e	2018	1141000.0	14000.0
CCGT_400_ancoa_e	2022	1141000.0	14000.0
CCGT_400_ancoa_e	2026	1141000.0	14000.0
CCGT_400_ancoa_e	2030	1141000.0	14000.0
CCGT_400_ancoa_e	2034	1141000.0	14000.0
CCGT_300_ancoa_e	2018	1165000.0	14400.0
CCGT_300_ancoa_e	2022	1165000.0	14400.0
CCGT_300_ancoa_e	2026	1165000.0	14400.0
CCGT_300_ancoa_e	2030	1165000.0	14400.0
CCGT_300_ancoa_e	2034	1165000.0	14400.0
CST_300_ancoa_e	2018	3000000.0	60000.0
CST_300_ancoa_e	2022	3000000.0	60000.0
CST_300_ancoa_e	2026	3000000.0	60000.0
CST_300_ancoa_e	2030	3000000.0	60000.0
CST_300_ancoa_e	2034	3000000.0	60000.0
CST_150_ancoa_e	2018	3060000.0	61200.0
CST_150_ancoa_e	2022	3060000.0	61200.0
CST_150_ancoa_e	2026	3060000.0	61200.0
CST_150_ancoa_e	2030	3060000.0	61200.0
CST_150_ancoa_e	2034	3060000.0	61200.0
DE_ancoa_e	2018	910000.0	18200.0
DE_ancoa_e	2022	910000.0	18200.0
DE_ancoa_e	2026	910000.0	18200.0
DE_ancoa_e	2030	910000.0	18200.0
DE_ancoa_e	2034	910000.0	18200.0
OCGT_300_ancoa_e	2018	800000.0	12000.0
OCGT_300_ancoa_e	2022	800000.0	12000.0
OCGT_300_ancoa_e	2026	800000.0	12000.0
OCGT_300_ancoa_e	2030	800000.0	12000.0
OCGT_300_ancoa_e	2034	800000.0	12000.0
OCGT_200_ancoa_e	2018	816000.0	12240.0
OCGT_200_ancoa_e	2022	816000.0	12240.0
OCGT_200_ancoa_e	2026	816000.0	12240.0
OCGT_200_ancoa_e	2030	816000.0	12240.0
OCGT_200_ancoa_e	2034	816000.0	12240.0
CCGT_400_hualpen_e	2018	1141000.0	14000.0
CCGT_400_hualpen_e	2022	1141000.0	14000.0
CCGT_400_hualpen_e	2026	1141000.0	14000.0
CCGT_400_hualpen_e	2030	1141000.0	14000.0
CCGT_400_hualpen_e	2034	1141000.0	14000.0
CCGT_300_hualpen_e	2018	1165000.0	14400.0
CCGT_300_hualpen_e	2022	1165000.0	14400.0
CCGT_300_hualpen_e	2026	1165000.0	14400.0
CCGT_300_hualpen_e	2030	1165000.0	14400.0
CCGT_300_hualpen_e	2034	1165000.0	14400.0
CCGT_250_hualpen_e	2018	1255100.0	15000.0
CCGT_250_hualpen_e	2022	1255100.0	15000.0
CCGT_250_hualpen_e	2026	1255100.0	15000.0
CCGT_250_hualpen_e	2030	1255100.0	15000.0
CCGT_250_hualpen_e	2034	1255100.0	15000.0
CST_300_hualpen_e	2018	3000000.0	60000.0
CST_300_hualpen_e	2022	3000000.0	60000.0
CST_300_hualpen_e	2026	3000000.0	60000.0
CST_300_hualpen_e	2030	3000000.0	60000.0
CST_300_hualpen_e	2034	3000000.0	60000.0
CST_150_hualpen_e	2018	3060000.0	61200.0
CST_150_hualpen_e	2022	3060000.0	61200.0
CST_150_hualpen_e	2026	3060000.0	61200.0
CST_150_hualpen_e	2030	3060000.0	61200.0
CST_150_hualpen_e	2034	3060000.0	61200.0
DE_hualpen_e	2018	910000.0	18200.0
DE_hualpen_e	2022	910000.0	18200.0
DE_hualpen_e	2026	910000.0	18200.0
DE_hualpen_e	2030	910000.0	18200.0
DE_hualpen_e	2034	910000.0	18200.0
OCGT_300_hualpen_e	2018	800000.0	12000.0
OCGT_300_hualpen_e	2022	800000.0	12000.0
OCGT_300_hualpen_e	2026	800000.0	12000.0
OCGT_300_hualpen_e	2030	800000.0	12000.0
OCGT_300_hualpen_e	2034	800000.0	12000.0
OCGT_200_hualpen_e	2018	816000.0	12240.0
OCGT_200_hualpen_e	2022	816000.0	12240.0
OCGT_200_hualpen_e	2026	816000.0	12240.0
OCGT_200_hualpen_e	2030	816000.0	12240.0
OCGT_200_hualpen_e	2034	816000.0	12240.0
CCGT_300_charrua_e	2018	1165000.0	14400.0
CCGT_300_charrua_e	2022	1165000.0	14400.0
CCGT_300_charrua_e	2026	1165000.0	14400.0
CCGT_300_charrua_e	2030	1165000.0	14400.0
CCGT_300_charrua_e	2034	1165000.0	14400.0
CCGT_250_charrua_e	2018	1255100.0	15000.0
CCGT_250_charrua_e	2022	1255100.0	15000.0
CCGT_250_charrua_e	2026	1255100.0	15000.0
CCGT_250_charrua_e	2030	1255100.0	15000.0
CCGT_250_charrua_e	2034	1255100.0	15000.0
CST_300_charrua_e	2018	3000000.0	60000.0
CST_300_charrua_e	2022	3000000.0	60000.0
CST_300_charrua_e	2026	3000000.0	60000.0
CST_300_charrua_e	2030	3000000.0	60000.0
CST_300_charrua_e	2034	3000000.0	60000.0
CST_150_charrua_e	2018	3060000.0	61200.0
CST_150_charrua_e	2022	3060000.0	61200.0
CST_150_charrua_e	2026	3060000.0	61200.0
CST_150_charrua_e	2030	3060000.0	61200.0
CST_150_charrua_e	2034	3060000.0	61200.0
DE_charrua_e	2018	910000.0	18200.0
DE_charrua_e	2022	910000.0	18200.0
DE_charrua_e	2026	910000.0	18200.0
DE_charrua_e	2030	910000.0	18200.0
DE_charrua_e	2034	910000.0	18200.0
OCGT_300_charrua_e	2018	800000.0	12000.0
OCGT_300_charrua_e	2022	800000.0	12000.0
OCGT_300_charrua_e	2026	800000.0	12000.0
OCGT_300_charrua_e	2030	800000.0	12000.0
OCGT_300_charrua_e	2034	800000.0	12000.0
OCGT_200_charrua_e	2018	816000.0	12240.0
OCGT_200_charrua_e	2022	816000.0	12240.0
OCGT_200_charrua_e	2026	816000.0	12240.0
OCGT_200_charrua_e	2030	816000.0	12240.0
OCGT_200_charrua_e	2034	816000.0	12240.0
wind_temuco_e	2018	1775610.0	35512.2
wind_temuco_e	2022	1717290.0	34345.8
wind_temuco_e	2026	1670490.0	33409.8
wind_temuco_e	2030	1635210.0	32704.2
wind_temuco_e	2034	1611450.0	32229.0
CCGT_400_temuco_e	2018	1141000.0	14000.0
CCGT_400_temuco_e	2022	1141000.0	14000.0
CCGT_400_temuco_e	2026	1141000.0	14000.0
CCGT_400_temuco_e	2030	1141000.0	14000.0
CCGT_400_temuco_e	2034	1141000.0	14000.0
CCGT_300_temuco_e	2018	1165000.0	14400.0
CCGT_300_temuco_e	2022	1165000.0	14400.0
CCGT_300_temuco_e	2026	1165000.0	14400.0
CCGT_300_temuco_e	2030	1165000.0	14400.0
CCGT_300_temuco_e	2034	1165000.0	14400.0
CST_300_temuco_e	2018	3000000.0	60000.0
CST_300_temuco_e	2022	3000000.0	60000.0
